"x","y"
8.88178419700125e-16,5.5609756097561
1.53061224489796,2
2.44897959183674,2.29268292682927
3.26530612244898,1.80487804878049
4.28571428571429,1.31707317073171
5.30612244897959,1.02439024390244
6.3265306122449,1.46341463414634
7.44897959183673,1.60975609756098
8.36734693877551,0.487804878048782
9.28571428571429,1.5609756097561
10.5102040816327,1.46341463414634
11.3265306122449,0.878048780487805
12.3469387755102,1.90243902439025
13.3673469387755,0.975609756097561
14.6938775510204,0.829268292682928
15.4081632653061,0.0487804878048781
16.4285714285714,1.60975609756098
17.4489795918367,2.68292682926829
18.6734693877551,1.02439024390244
19.7959183673469,0.341463414634147
