"","x","y"
"1",0.0869565217391308,43.1893687707641
"2",1.17391304347826,34.21926910299
"3",2.26086956521739,34.21926910299
"4",3.39130434782609,71.7607973421927
"5",4.52173913043478,50.1661129568106
"6",5.52173913043478,55.8139534883721
"7",6.73913043478261,22.5913621262458
"8",7.73913043478261,37.5415282392027
"9",8.78260869565217,72.0930232558139
"10",9.91304347826087,19.2691029900332
"11",10.7826086956522,16.2790697674419
"12",12.0434782608696,54.485049833887
"13",13.0434782608696,54.8172757475083
"14",13.9565217391304,50.8305647840532
"15",15.2173913043478,17.2757475083056
"16",16.3913043478261,54.8172757475083
