"x","y"
3.5527136788005e-15,8.15899581589958
1.18181818181819,6.52719665271967
2.45454545454546,7.97071129707113
3.18181818181819,6.96652719665272
4.27272727272728,9.72803347280334
5.27272727272728,3.89121338912134
6.18181818181819,3.32635983263598
7.36363636363637,3.95397489539749
8.36363636363637,5.3347280334728
9.27272727272727,5.64853556485356
10.3636363636364,7.21757322175732
11.2727272727273,8.09623430962343
12.3636363636364,4.8326359832636
13.1818181818182,4.76987447698745
14.4545454545455,6.21338912133891
15.2727272727273,6.71548117154812
16.4545454545455,7.34309623430962
17.5454545454545,8.09623430962343
18.3636363636364,6.84100418410042
19.4545454545455,8.28451882845188
