"","x","y"
"1",0.216216216216218,57.9470198675497
"2",1.16756756756757,64.9006622516556
"3",2.33513513513514,37.0860927152318
"4",3.32972972972973,96.0264900662252
"5",4.45405405405406,66.8874172185431
"6",5.49189189189189,83.7748344370861
"7",6.57297297297297,40.0662251655629
"8",7.65405405405406,50.6622516556291
"9",8.73513513513514,91.7218543046358
"10",9.64324324324325,51.3245033112583
"11",10.7675675675676,19.205298013245
"12",11.8918918918919,69.8675496688742
"13",12.8864864864865,91.7218543046358
"14",14.0108108108108,65.8940397350993
"15",15.0486486486487,32.1192052980132
"16",16.1297297297297,74.5033112582782
