"","x","y"
"1",3.21538461538462,36.6863905325444
"2",4.10153846153846,37.2781065088757
"3",5.23384615384616,17.7514792899408
"4",6.26769230769231,36.094674556213
"5",7.30153846153846,26.6272189349112
"6",8.28615384615385,44.9704142011834
"7",9.27076923076923,53.8461538461538
"8",10.4030769230769,62.7218934911242
"9",11.4369230769231,72.7810650887574
"10",12.52,44.9704142011834
"11",13.6030769230769,53.8461538461538
"12",14.4892307692308,54.4378698224851
"13",15.5230769230769,44.9704142011834
"14",16.5569230769231,53.8461538461538
"15",1.04923076923077,42.603550295858
"16",8.28615384615385,46.7455621301775
"17",14.5384615384615,47.9289940828402
